repeatable:  []
repeatable:  []
repeatable:  []
repeatable:  []
repeatable:  []
1678423558708 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423671256 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423671898 - Worker 754a7557 starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423672725 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423672857 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423672896 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423672896 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423673259 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423673727 - Worker 754a7557 starting job updatePools-111, id: updatePools-111
1678423673899 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423674087 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423674116 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423674606 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423674732 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423674902 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423674902 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423675645 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423675761 - Worker 754a7557 finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423675904 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423675906 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423676457 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423676900 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423676948 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423676990 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423677002 - Worker 3eab410a finished job updatePools-222, id: updatePools-222
1678423678072 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423678129 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423678297 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423678733 - Worker 0c6006ef starting job updatePools-222, id: updatePools-222
1678423678904 - Worker 0c6006ef starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423679396 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423679397 - Worker d2649e9f finished job updatePools-555, id: updatePools-555
1678423679523 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423679909 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423679910 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423680106 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423680130 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423681457 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423681569 - Worker 0c6006ef finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423681620 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423681912 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423681912 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423681914 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423682057 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423682133 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423683731 - Worker 0c6006ef starting job updatePools-555, id: updatePools-555
1678423684234 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423684335 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423684737 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423684855 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423684912 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423684913 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423684913 - Worker 0c6006ef starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423684913 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423686340 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423686462 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423686920 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423686920 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423687565 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423687921 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423688657 - Worker 754a7557 finished job updatePools-444, id: updatePools-444
1678423688733 - Worker d2649e9f starting job updatePools-444, id: updatePools-444
1678423688846 - Worker 0c6006ef finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423688925 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423689693 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423689919 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423690090 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423690142 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423691783 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423691930 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423691947 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423692005 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423692368 - Worker 0c6006ef finished job updatePools-555, id: updatePools-555
1678423692441 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423692546 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423692927 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423692927 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423693117 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423693145 - Worker 0c6006ef starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423693368 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423693740 - Worker 0c6006ef starting job updatePools-555, id: updatePools-555
1678423693851 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423693910 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423693931 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423693932 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423693933 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423694297 - Worker 0c6006ef finished job updatePools-555, id: updatePools-555
1678423694593 - Worker 49cc8d2d finished job updatePools-333, id: updatePools-333
1678423694782 - Worker 0c6006ef finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423694932 - Worker d2649e9f starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423695749 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423695935 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423696497 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423696564 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423696939 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423696941 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423698734 - Worker 754a7557 starting job updatePools-333, id: updatePools-333
1678423698741 - Worker 0c6006ef starting job updatePools-555, id: updatePools-555
1678423698771 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423698937 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423699276 - Worker d2649e9f finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423699327 - Worker 754a7557 finished job updatePools-111, id: updatePools-111
1678423699405 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423699471 - Worker d2649e9f finished job updatePools-444, id: updatePools-444
1678423699936 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423699938 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423700589 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423700939 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423701180 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423701511 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423701649 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423701940 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423701940 - Worker 754a7557 starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423701941 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423702001 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423702010 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423702861 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423702943 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423703540 - Worker 0c6006ef finished job updatePools-222, id: updatePools-222
1678423703557 - Worker 754a7557 finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423703732 - Worker 754a7557 starting job updatePools-111, id: updatePools-111
1678423703732 - Worker d2649e9f starting job updatePools-222, id: updatePools-222
1678423703732 - Worker 49cc8d2d starting job updatePools-444, id: updatePools-444
1678423703946 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423704665 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423704948 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423705557 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423705676 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423705951 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423705952 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423706093 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423706162 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423706217 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423706953 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423707801 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423707955 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423708911 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423708958 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423709641 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423709956 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423709993 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423710019 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423710335 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423710954 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423711361 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423711955 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423712281 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423712957 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423713163 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423713173 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423713427 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423713471 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423713631 - Worker 0c6006ef finished job updatePools-555, id: updatePools-555
1678423713742 - Worker 754a7557 starting job updatePools-555, id: updatePools-555
1678423713959 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423713960 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423714525 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423714629 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423714963 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423714966 - Worker d2649e9f starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423715107 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423715174 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423717339 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423717629 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423717698 - Worker d2649e9f finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423717942 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423717970 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423717971 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423717972 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423717972 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423718937 - Worker 754a7557 finished job updatePools-111, id: updatePools-111
1678423719023 - Worker d2649e9f finished job updatePools-222, id: updatePools-222
1678423719263 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423719680 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423719975 - Worker 754a7557 starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423719976 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423721585 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423721675 - Worker 49cc8d2d finished job updatePools-444, id: updatePools-444
1678423721983 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423722001 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423722024 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423723256 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423723274 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423723740 - Worker 0c6006ef starting job updatePools-111, id: updatePools-111
1678423723740 - Worker 754a7557 starting job updatePools-222, id: updatePools-222
1678423723742 - Worker d2649e9f starting job updatePools-444, id: updatePools-444
1678423723811 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423723983 - Worker 0c6006ef starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423723983 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423723983 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423724126 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423724189 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423724424 - Worker 754a7557 finished job updatePools-333, id: updatePools-333
1678423724569 - Worker 0c6006ef finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423724785 - Worker 754a7557 finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423724984 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423724984 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423726749 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423726957 - Worker 0c6006ef finished job updatePools-111, id: updatePools-111
1678423726987 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423727004 - Worker 754a7557 finished job updatePools-222, id: updatePools-222
1678423727409 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423727539 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423727989 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423727991 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423728006 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423728028 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423728421 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423728740 - Worker 754a7557 starting job updatePools-111, id: updatePools-111
1678423728742 - Worker 49cc8d2d starting job updatePools-222, id: updatePools-222
1678423728742 - Worker 754a7557 starting job updatePools-333, id: updatePools-333
1678423728931 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423728989 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423728989 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423729059 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423729083 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423730009 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423730027 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423731781 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423731998 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423732241 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423732848 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423732903 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423732995 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423732997 - Worker 754a7557 starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423732997 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423733368 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423733652 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423733999 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423734000 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423734250 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423734459 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423734814 - Worker d2649e9f finished job updatePools-444, id: updatePools-444
1678423735001 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423735003 - Worker 0c6006ef starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423736321 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423736493 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423736859 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423737009 - Worker 754a7557 starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423737011 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423737012 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423737525 - Worker 0c6006ef finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423737629 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423737905 - Worker 754a7557 finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423737937 - Worker 754a7557 finished job updatePools-555, id: updatePools-555
1678423738007 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423738007 - Worker 49cc8d2d starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423738008 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423738094 - Worker 754a7557 finished job updatePools-333, id: updatePools-333
1678423738426 - Worker 754a7557 finished job updatePools-111, id: updatePools-111
1678423738741 - Worker d2649e9f starting job updatePools-111, id: updatePools-111
1678423738744 - Worker 49cc8d2d starting job updatePools-333, id: updatePools-333
1678423738744 - Worker 3eab410a starting job updatePools-444, id: updatePools-444
1678423738744 - Worker d2649e9f starting job updatePools-555, id: updatePools-555
1678423739268 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423740014 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423740973 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423741016 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423741989 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423742023 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423742062 - Worker 754a7557 finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423742094 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423742665 - Worker 49cc8d2d finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423742909 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423743022 - Worker 0c6006ef starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423743022 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423743427 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423744025 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423744497 - Worker 49cc8d2d finished job updatePools-333, id: updatePools-333
1678423744693 - Worker 0c6006ef finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423744942 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423745026 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423745027 - Worker 3eab410a starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423746138 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423746155 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423746224 - Worker 754a7557 starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423746224 - Worker 3eab410a starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423746302 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423746964 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423747032 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423747032 - Worker 49cc8d2d starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423747416 - Worker 3eab410a finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423747841 - Worker 49cc8d2d finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423748031 - Worker 3eab410a starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423748031 - Worker 49cc8d2d starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423748037 - Worker 49cc8d2d finished job updatePools-222, id: updatePools-222
1678423748749 - Worker 49cc8d2d starting job updatePools-333, id: updatePools-333
1678423748750 - Worker 49cc8d2d starting job updatePools-222, id: updatePools-222
1678423749365 - Worker 754a7557 finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423750034 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423750483 - Worker 49cc8d2d finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423750645 - Worker 3eab410a finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423751039 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423751040 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423751869 - Worker d2649e9f finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423752042 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423752247 - Worker 49cc8d2d finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423752279 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423752307 - Worker 49cc8d2d finished job updatePools-333, id: updatePools-333
1678423752401 - Worker 3eab410a finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423753037 - Worker 754a7557 starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423753037 - Worker d2649e9f starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423753039 - Worker 3eab410a starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423753392 - Worker 49cc8d2d finished job updatePools-222, id: updatePools-222
1678423753751 - Worker 3eab410a starting job updatePools-333, id: updatePools-333
1678423753751 - Worker 0c6006ef starting job updatePools-222, id: updatePools-222
1678423754461 - Worker 3eab410a finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423755043 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
1678423755362 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423756043 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423756713 - Worker d2649e9f finished job loadTokenPrices-111, id: loadTokenPrices-111
1678423756818 - Worker d2649e9f finished job updatePools-111, id: updatePools-111
1678423757047 - Worker 49cc8d2d starting job loadTokenPrices-111, id: loadTokenPrices-111
1678423757364 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423758050 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423758283 - Worker 754a7557 finished job loadTokenPrices-222, id: loadTokenPrices-222
1678423758424 - Worker d2649e9f finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423758751 - Worker d2649e9f starting job updatePools-111, id: updatePools-111
1678423759049 - Worker 0c6006ef starting job loadTokenPrices-222, id: loadTokenPrices-222
1678423759050 - Worker 754a7557 starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423759091 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423759116 - Worker 3eab410a starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423759673 - Worker 754a7557 finished job loadTokenPrices-333, id: loadTokenPrices-333
1678423760053 - Worker d2649e9f starting job loadTokenPrices-333, id: loadTokenPrices-333
1678423760445 - Worker 3eab410a finished job loadTokenPrices-444, id: loadTokenPrices-444
1678423760448 - Worker 49cc8d2d finished job loadTokenPrices-555, id: loadTokenPrices-555
1678423761058 - Worker d2649e9f starting job loadTokenPrices-444, id: loadTokenPrices-444
1678423761058 - Worker 49cc8d2d starting job loadTokenPrices-555, id: loadTokenPrices-555
